_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
AC Ajaccio v Bordeaux,1,-1.60,-2,2,-136,-9,-139,-88,-69,-57,-78,-23,-1,1,-1,1,-6,-4,0,-15,-2,0,1,0,-89,-147,-58,1,-1,0,8,2,-9,-6,0
AC Ajaccio v Evian,2,1.10,-3,-1,40,-17,34,40,18,9,48,-2,3,-3,6,-6,-1,-1,-1,13,5,0,2,0,27,45,18,-12,-1,0,3,3,-2,0,-2
AC Ajaccio v Guingamp,2,-2.70,0,-1,95,16,96,54,28,-1,33,52,-1,1,0,0,-2,-3,-1,-7,-4,0,-1,0,-3,97,100,0,0,0,0,3,3,3,0
AC Ajaccio v Lille,2,-0.60,0,0,-2,6,-11,4,-5,5,-11,7,1,-1,4,-4,-1,3,1,1,0,0,2,0,-27,-19,8,5,0,0,12,4,-13,-8,0
AC Ajaccio v Lorient,2,1.30,2,1,16,-3,7,12,2,31,-31,14,-2,2,2,-2,0,-1,0,-2,0,0,2,0,3,-2,-5,-5,-1,0,2,-1,-1,-3,0
AC Ajaccio v Lyon,0,2.40,-1,-2,-191,0,-179,-104,-83,-72,-99,-17,-1,1,4,-4,-1,-1,1,-2,-2,0,2,0,-156,-169,-13,9,1,0,5,7,-4,2,1
AC Ajaccio v Marseille,2,1.10,-2,-1,43,-2,37,22,16,11,19,8,1,-1,2,-2,-2,1,0,-2,-1,0,2,0,19,41,22,1,0,0,9,13,0,4,-1
AC Ajaccio v Monaco,2,-1.30,3,5,-134,10,-125,-98,-44,-41,-75,-26,0,0,-3,3,0,-1,0,-2,0,0,0,0,-93,-133,-40,5,1,0,7,4,-3,-3,0
AC Ajaccio v Montpellier,1,-0.30,-2,-4,27,-19,33,27,-2,-13,9,29,-1,1,1,-1,0,0,1,-3,-1,0,1,0,-20,20,40,-1,0,1,-7,-6,5,1,0
AC Ajaccio v Nantes,2,2.20,-7,-2,-25,10,-22,-14,-17,-34,-2,4,-2,2,-3,3,-3,-2,0,-11,-4,0,4,0,-56,-40,16,-4,0,0,-2,-7,-10,-5,0
AC Ajaccio v Nice,1,2.80,0,1,-78,1,-71,-58,-29,-15,-47,-26,1,-1,-3,3,-1,-2,0,-4,-1,0,0,0,-3,-83,-80,-2,0,0,7,6,2,-1,0
AC Ajaccio v PSG,2,-0.60,-8,-6,-141,-4,-145,-85,-63,-53,-55,-42,-4,4,-3,3,-6,-3,0,-3,-3,0,-1,0,-102,-154,-52,5,1,0,0,0,-1,0,0
AC Ajaccio v Reims,0,-0.70,0,-3,-100,-4,-88,-61,-47,-48,-9,-50,-2,2,-2,2,-2,-3,0,-4,-3,0,1,0,-75,-94,-19,-1,0,0,4,0,-2,-4,1
AC Ajaccio v Rennes,0,1.60,1,0,-24,-5,-31,-20,-21,-34,0,-10,-3,3,-3,3,2,1,1,-10,-3,0,1,0,-44,-37,7,0,-1,0,12,9,-6,-3,1
AC Ajaccio v Saint-Etienne,2,1.50,1,1,-24,-6,-24,-1,-22,5,2,-30,-1,1,1,-1,0,-1,-1,-2,-1,0,0,0,24,-20,-44,0,1,0,5,3,-4,-2,-1
AC Ajaccio v SC Bastia,1,0.80,-3,-1,-43,-23,-36,-14,-26,-51,-1,12,-1,1,-1,1,-3,-2,0,-8,-1,0,4,0,-52,-45,7,2,2,0,5,1,-2,-4,-1
AC Ajaccio v Sochaux,1,1.50,-1,0,-11,-6,-14,3,-5,42,-13,-29,1,-1,-3,3,-3,-1,1,4,0,0,1,0,62,-19,-81,4,-1,0,9,11,-6,2,1
AC Ajaccio v Toulouse,1,-0.40,-8,-6,-192,-7,-176,-127,-70,-77,-69,-52,-2,2,3,-3,-5,-5,1,-4,-5,0,2,0,-103,-185,-82,9,0,0,-3,-3,0,0,1
AC Ajaccio v Valenciennes,2,0.20,-2,-2,15,-6,14,32,-16,-10,17,9,-1,1,-3,3,2,4,0,3,5,0,0,0,4,20,16,1,-1,0,-2,-6,-6,-4,-2
Bordeaux v AC Ajaccio,0,-0.60,1,-1,101,13,95,60,57,65,38,14,2,-2,1,-1,1,1,0,9,1,0,0,0,77,95,18,-1,-1,0,0,3,-4,3,1
Bordeaux v Evian,0,0.30,5,-1,130,-16,144,100,60,60,62,39,3,-3,-3,3,3,1,0,21,4,0,2,0,109,132,23,-9,0,0,-8,-4,5,4,0
