_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Auxerre v Bordeaux,0,-1.6999999999999957,-8,-6,-127,-9,-137,-68,-68,-32,-72,-34,0,0,-3,3,0,0,0,-7,0,0,5,0,-114,-129,-15,-7,0,0,-1,-3,-6,-2,0
Auxerre v Boulogne,1,-0.5,3,4,80,0,81,33,45,29,43,6,-1,1,2,-2,0,0,0,8,3,0,0,0,55,98,43,9,-1,0,0,5,2,5,0
Auxerre v Grenoble,0,-3.0,-2,0,22,-8,18,35,0,24,8,2,1,-1,4,-4,0,0,0,5,2,0,3,0,21,20,-1,1,-1,0,-1,0,-3,1,0
Auxerre v Le Mans,0,2.8000000000000007,-10,-6,-6,22,2,-15,10,-28,18,5,0,0,-1,1,0,0,0,-1,-5,0,2,0,-36,3,39,-6,-2,0,-7,-7,3,0,1
Auxerre v Lens,1,-0.19999999999999574,1,0,18,-3,31,25,3,-3,31,-1,-2,2,3,-3,0,0,0,5,1,0,-1,0,36,24,-12,-2,-1,0,-7,-7,-2,0,0
Auxerre v Lille,0,1.6000000000000014,-4,0,-61,1,-87,-47,-18,-48,4,-20,-3,2,3,-3,0,0,0,-5,-1,0,0,0,-68,-81,-13,0,0,0,8,6,-7,-2,-1
Auxerre v Lorient,0,-1.1000000000000014,-1,-1,-99,-5,-86,-58,-51,-59,-62,13,-3,3,1,-1,0,0,0,-2,-2,0,3,0,-106,-96,10,4,-1,0,11,8,-3,-3,2
Auxerre v Lyon,2,0.19999999999999574,1,3,-20,1,-24,-9,-12,32,-42,-8,-2,2,3,-3,0,0,0,-4,-1,0,0,0,13,-32,-45,-4,0,0,8,9,-5,1,-2
Auxerre v Marseille,1,-2.0,-1,-1,-66,-9,-63,-34,-43,-20,-41,-14,0,0,-2,2,0,0,0,-3,-1,0,3,0,-55,-76,-21,-6,1,0,4,3,-3,-1,0
Auxerre v Monaco,0,2.099999999999998,3,0,39,-1,54,25,17,-10,52,-1,-1,1,-1,1,0,0,0,7,2,0,1,0,25,50,25,3,-2,0,0,-1,0,-1,1
Auxerre v Montpellier,0,-1.2999999999999972,-1,-4,-121,4,-117,-68,-58,-30,-55,-43,-2,2,0,0,0,0,0,-5,4,0,-1,0,-60,-105,-45,9,0,0,-2,0,-1,2,2
Auxerre v Nancy,2,-0.7000000000000028,3,2,131,0,129,78,62,44,84,13,1,-1,9,-9,0,0,0,12,0,0,0,0,96,118,22,-10,-3,0,0,0,2,0,0
Auxerre v Nice,0,-0.6000000000000014,-2,0,-30,8,-38,-25,-2,-9,-9,-9,0,0,-6,6,0,0,0,5,3,0,1,0,-11,-46,-35,-1,-2,0,7,4,-8,-3,1
Auxerre v PSG,1,-0.5,6,3,8,2,2,18,-5,14,9,-9,0,0,4,-4,0,0,0,4,1,0,1,0,14,7,-7,1,-2,0,5,5,-3,0,0
Auxerre v Rennes,0,0.8999999999999986,4,1,-67,-11,-62,-27,-21,10,-48,-12,6,-6,0,0,0,0,0,15,7,0,0,0,-10,-65,-55,2,0,0,-5,-5,-3,0,1
Auxerre v Saint-Etienne,0,1.1999999999999957,-1,0,83,11,84,60,19,11,48,21,-2,2,1,-1,0,0,0,0,-1,0,0,0,37,94,57,7,0,0,-8,-8,3,0,0
Auxerre v Sochaux,2,1.3000000000000007,-1,1,44,8,32,26,11,-1,21,17,-6,6,5,-5,0,0,0,-6,-2,0,-1,0,8,29,21,-7,0,0,3,-1,-7,-4,-1
Auxerre v Toulouse,1,2.299999999999997,3,0,4,-7,16,-10,22,17,8,-10,1,-1,5,-5,0,0,0,9,2,0,-1,0,23,12,-11,-1,-2,0,6,5,-3,-1,-1
Auxerre v Valenciennes,0,-0.3999999999999986,7,4,-77,-18,-69,-32,-31,25,-58,-31,4,-4,0,0,0,0,0,7,3,0,0,0,-17,-73,-56,4,0,0,-3,-6,-5,-3,1
Bordeaux v Auxerre,2,0.6000000000000014,0,-1,95,20,92,31,49,39,44,2,-2,2,1,-1,0,0,0,-2,-4,0,1,0,89,98,9,3,-1,0,9,12,0,3,1
Bordeaux v Boulogne,1,0.0,9,6,151,-12,156,103,75,117,64,-3,5,-5,2,-2,0,0,0,22,4,0,3,0,199,150,-49,-5,-1,0,2,1,-4,-1,0
Bordeaux v Grenoble,0,-0.8000000000000043,-1,-2,51,-4,57,33,12,8,38,1,-5,5,7,-7,0,0,0,-2,-2,0,1,0,48,67,19,9,0,0,4,3,-6,-1,1
Bordeaux v Le Mans,0,3.099999999999998,5,3,216,7,230,122,100,74,113,35,3,-3,1,-1,0,0,0,9,5,0,-1,0,152,243,91,4,1,0,-13,-12,10,1,-1
Bordeaux v Lens,0,1.6000000000000014,-2,-1,127,15,118,72,57,20,104,7,-1,1,3,-3,0,0,0,-2,0,0,-1,0,92,124,32,1,0,0,2,3,2,1,0
Bordeaux v Lille,0,1.7000000000000028,6,4,10,-8,16,-2,14,6,6,1,0,0,7,-7,0,0,0,8,4,0,-3,0,31,20,-11,4,-2,0,-1,-2,1,-1,0
Bordeaux v Lorient,0,-0.29999999999999716,2,0,34,19,49,10,13,-33,5,51,2,-2,1,-1,0,0,0,0,1,0,3,0,-25,43,68,3,0,0,1,4,-1,3,2
Bordeaux v Lyon,1,1.1000000000000014,-1,-2,59,-3,55,35,30,15,43,10,-1,1,4,-4,0,0,0,3,1,0,1,0,63,59,-4,2,0,0,0,-1,-1,-1,1
Bordeaux v Marseille,1,0.29999999999999716,5,3,60,2,66,36,38,26,55,-7,4,-4,-1,1,0,0,0,12,-3,0,0,0,78,64,-14,7,-1,0,-3,0,7,3,-1
Bordeaux v Monaco,0,2.799999999999997,1,1,36,-4,48,35,13,22,32,-6,-2,2,-2,2,0,0,0,6,2,0,-1,0,64,43,-21,1,-2,0,-1,-3,2,-2,0
Bordeaux v Montpellier,1,0.5,-1,-1,32,1,37,11,18,14,14,4,-1,1,-3,3,0,0,0,0,1,0,-1,0,9,27,18,-2,0,1,10,9,-5,-1,0
Bordeaux v Nancy,2,1.1000000000000014,2,3,147,19,139,87,65,34,104,13,2,-2,-1,1,0,0,0,3,4,0,-2,0,83,162,79,4,-1,0,-2,2,6,4,0
