_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Augsburg v Bayern,2,1.4000000000000021,-7,-3,-291,-2,-282,-145,-149,-78,-140,-78,-2,2,-2,2,-5,-1,0,-1,-1,0,1,0,-145,-294,-149,8,0,0,5,-1,-9,-6,0
Augsburg v Borussia Dortmund,2,2.0,-9,-7,-2,24,6,-18,12,-53,-48,97,-4,4,-3,3,-9,-5,-2,-4,-3,0,6,0,-87,10,97,3,2,0,-2,-5,-5,-3,-2
Augsburg v Mönchengladb.,0,0.40000000000000213,2,0,122,2,125,67,68,76,59,2,-3,3,0,0,2,3,0,5,0,0,3,0,123,124,1,-1,1,0,-2,-1,6,1,0
Augsburg v Eintracht Frankfurt,1,0.8999999999999986,0,1,-47,13,-57,-34,-12,-28,-14,-6,0,0,2,-2,3,4,1,-2,1,0,1,0,-31,-38,-7,0,-1,0,-4,1,3,5,1
Augsburg v FC Cologne,1,2.1000000000000014,3,4,115,10,121,67,47,32,37,47,0,0,5,-5,2,3,0,1,0,0,0,0,42,115,73,3,0,0,-2,-2,0,0,0
Augsburg v Freiburg,0,1.8000000000000007,1,-1,-36,15,-35,-27,-9,3,-64,25,1,-1,-2,2,4,2,0,2,-2,0,1,0,-25,-29,-4,8,1,0,7,5,-3,-2,1
Augsburg v Hamburg,0,2.3999999999999986,2,3,25,13,22,6,24,-7,14,23,2,-2,5,-5,0,-1,-1,2,1,0,1,0,2,14,12,-1,0,0,13,8,-6,-5,-1
Augsburg v Hannover,2,0.1999999999999993,-1,0,141,14,146,73,70,-10,99,56,-1,1,3,-3,-2,-2,-1,-3,-3,0,4,0,-6,148,154,-1,-1,0,1,0,-5,-1,0
Augsburg v Hertha Berlin,0,0.09999999999999787,2,-1,53,-3,46,33,15,-11,31,29,-1,1,1,-1,2,2,0,-2,2,0,2,0,20,72,52,-1,-1,0,-5,3,5,8,1
Augsburg v Hoffenheim,0,1.9000000000000021,3,1,52,12,55,47,22,30,5,34,2,-2,1,-1,0,0,0,9,3,0,0,0,7,57,50,-1,1,0,7,0,-8,-7,1
Augsburg v Leverkusen,1,1.5,-3,-3,94,8,91,62,38,33,22,46,1,-1,2,-2,-1,0,0,7,-1,0,-1,0,47,95,48,-4,-1,0,-4,6,14,10,-1
Augsburg v Mainz,2,1.4000000000000021,1,-3,69,9,70,49,27,1,47,28,0,0,-7,7,1,-1,-1,7,1,0,1,0,4,73,69,-4,0,0,8,9,1,1,-1
Augsburg v Paderborn,0,2.1999999999999993,-1,-3,-24,4,-23,-13,-16,-20,-33,24,-3,3,-3,3,-2,0,1,-2,-2,0,-1,0,-26,-13,13,9,-2,0,-2,0,-4,2,1
Augsburg v Schalke,1,1.5,2,1,-35,-9,-26,-17,-17,-20,-28,13,-2,2,-4,4,0,0,0,-1,0,0,1,0,-16,-22,-6,1,-1,0,-1,3,5,4,0
Augsburg v Stuttgart,0,2.3999999999999986,-1,-2,149,3,143,79,77,1,77,77,-1,1,0,0,-1,-2,0,-2,0,0,3,0,27,147,120,4,-2,0,-4,-5,-2,-1,0
Augsburg v Werder Bremen,0,2.5,1,0,32,9,42,15,19,4,8,23,2,-2,4,-4,3,-1,0,8,2,0,2,0,18,55,37,12,-2,0,0,2,2,2,1
Augsburg v Wolfsburg,0,1.1999999999999993,3,3,8,-2,23,-9,11,15,-43,29,1,-1,1,-1,3,3,0,4,0,0,1,0,22,19,-3,-2,1,0,0,-4,-1,-4,0
Bayern v Augsburg,2,-0.3000000000000007,1,0,203,12,195,105,98,79,84,40,-1,1,1,-1,5,1,0,-2,-2,0,-1,0,122,188,66,-2,1,1,0,1,-5,1,0
Bayern v Borussia Dortmund,0,0.6999999999999993,8,6,106,2,106,53,71,23,8,95,5,-5,-4,4,6,7,-1,8,2,0,1,0,21,101,80,-6,1,0,-14,-13,5,1,-1
Bayern v Mönchengladb.,2,0.7999999999999972,7,7,256,17,269,128,144,117,165,-11,1,-1,0,0,5,3,-1,12,1,0,-2,0,263,243,-20,0,-1,0,-8,-6,8,2,-1
Bayern v Eintracht Frankfurt,0,1.0,9,5,130,-9,137,81,59,83,82,-22,1,-1,6,-6,6,5,1,6,3,0,0,0,154,134,-20,-1,0,0,-15,-7,8,8,1
Bayern v FC Cologne,0,1.7000000000000028,8,5,319,0,312,190,150,139,172,29,7,-7,2,-2,4,3,0,7,1,0,1,0,277,306,29,-2,0,0,-11,-9,9,2,1
Bayern v Freiburg,0,0.8999999999999986,16,7,348,-4,345,198,164,150,197,16,6,-6,-1,1,12,11,1,12,5,0,1,0,346,359,13,0,0,0,-12,-5,6,7,1
Bayern v Hamburg,0,-0.8000000000000007,9,4,256,18,261,127,128,76,90,90,2,-2,12,-12,5,3,0,5,1,0,3,0,143,277,134,4,-1,0,-15,-4,16,11,3
Bayern v Hannover,0,0.0,11,2,190,-3,202,111,80,80,114,-2,5,-5,2,-2,12,4,2,5,2,0,-1,0,173,197,24,-4,0,0,-7,-3,4,4,3
Bayern v Hertha Berlin,0,-0.1999999999999993,2,3,302,4,306,157,151,130,153,28,0,0,-4,4,2,2,0,5,0,0,1,0,257,299,42,-3,0,0,-13,-8,9,5,0
Bayern v Hoffenheim,0,1.2000000000000028,4,-1,216,5,207,128,98,64,92,70,3,-3,0,0,3,3,1,6,1,0,0,0,84,215,131,-8,0,0,-13,-5,5,8,2
Bayern v Leverkusen,0,0.40000000000000213,-1,0,189,22,177,126,76,28,115,61,2,-2,5,-5,0,1,0,4,1,0,-3,0,77,171,94,-11,-1,0,-6,-3,7,3,0
Bayern v Mainz,0,1.3999999999999986,5,2,342,6,337,211,148,92,207,62,2,-2,2,-2,5,6,0,9,4,0,-1,0,206,330,124,-8,0,0,-11,-11,11,0,1
Bayern v Paderborn,0,0.7000000000000028,10,3,333,-1,336,178,168,140,202,6,4,-4,-2,2,6,5,2,9,1,0,-1,0,306,326,20,-4,0,0,-6,-4,8,2,2
Bayern v Schalke,1,2.6000000000000014,0,-3,148,-5,145,87,69,37,81,39,3,-3,3,-3,0,1,0,5,2,0,-1,0,66,165,99,2,0,1,-4,3,9,7,0
Bayern v Stuttgart,0,1.8000000000000007,1,2,206,13,223,106,92,42,118,38,-1,1,3,-3,-1,-1,0,2,-3,0,-1,0,119,208,89,-3,-1,0,-2,1,11,3,1
Bayern v Werder Bremen,0,1.4000000000000021,8,3,306,9,305,177,152,101,159,70,5,-5,4,-4,6,3,1,13,1,0,-1,0,209,308,99,-4,0,0,-12,-9,5,3,4
Bayern v Wolfsburg,0,-0.6000000000000014,6,4,204,1,198,115,95,45,75,94,6,-6,3,-3,5,4,1,4,1,0,0,0,67,187,120,-1,0,0,-4,-2,3,2,1
Borussia Dortmund v Augsburg,2,-0.5,1,1,-50,-4,-49,-35,-8,61,5,-108,1,-1,0,0,0,-1,0,7,2,0,0,0,100,-50,-150,-5,-1,0,4,10,7,6,0
Borussia Dortmund v Bayern,2,-0.8000000000000007,-2,0,-93,-12,-105,-46,-39,28,7,-122,0,0,1,-1,-3,-2,0,3,0,0,2,0,51,-110,-161,-12,1,0,5,5,1,0,-1
Borussia Dortmund v Mönchengladb.,0,-0.09999999999999787,15,9,11,-6,13,-10,23,75,14,-77,5,-5,6,-6,11,7,0,2,0,0,6,0,146,10,-136,-3,-1,0,-9,2,6,11,0
Borussia Dortmund v Eintracht Frankfurt,0,0.3000000000000007,0,-3,-29,10,-24,-41,1,6,-10,-36,1,-1,-2,2,0,0,1,-1,1,0,0,0,-3,-30,-27,-1,0,0,1,-1,1,-2,2
Borussia Dortmund v FC Cologne,1,1.1000000000000014,0,-1,202,1,182,126,96,100,122,1,2,-2,-3,3,0,0,0,13,4,0,-2,0,153,182,29,-2,0,0,7,4,-9,-3,0
Borussia Dortmund v Freiburg,0,1.0,7,1,207,-4,202,108,106,43,172,0,3,-3,-2,2,7,6,2,5,2,0,-1,0,115,195,80,-8,1,0,1,-2,-1,-3,2
Borussia Dortmund v Hamburg,2,-0.5,-2,-2,88,-2,77,40,53,39,52,3,-1,1,1,-1,-1,-3,-1,5,3,0,0,0,70,88,18,-2,0,0,-4,-3,1,1,-1
Borussia Dortmund v Hannover,2,0.3000000000000007,6,3,6,2,5,-2,17,34,17,-39,7,-7,7,-7,4,2,0,10,2,0,3,0,70,7,-63,-4,-1,0,-4,-3,7,1,0
Borussia Dortmund v Hertha Berlin,0,-0.6999999999999993,5,2,11,-14,23,0,12,0,71,-59,3,-3,-4,4,3,2,1,3,2,0,1,0,58,17,-41,-2,0,0,-6,-7,3,-1,1
Borussia Dortmund v Hoffenheim,0,1.3000000000000007,2,0,-23,9,-34,-17,-7,29,-3,-49,1,-1,-8,8,4,3,1,2,3,0,1,0,1,-41,-42,-3,0,0,1,1,-2,0,1
Borussia Dortmund v Leverkusen,2,0.5,-3,1,39,6,48,16,33,-27,35,41,0,0,5,-5,0,1,-1,2,0,0,-2,0,-30,48,78,1,-1,0,-1,-3,6,-2,-1
Borussia Dortmund v Mainz,0,0.5,6,3,121,-4,122,65,63,38,114,-24,1,-1,-1,1,8,5,0,7,3,0,0,0,92,112,20,-5,0,0,2,0,2,-2,-1
Borussia Dortmund v Paderborn,0,-1.1999999999999993,10,3,154,-7,145,83,80,44,118,0,2,-2,-2,2,7,3,0,0,0,0,-2,0,96,149,53,-8,1,0,6,5,-7,-1,0
Borussia Dortmund v Schalke,0,1.1000000000000014,13,8,95,4,95,53,43,35,65,-4,0,0,0,0,7,8,0,5,3,0,1,0,87,91,4,-1,-1,0,0,3,0,3,0
Borussia Dortmund v Stuttgart,1,0.1999999999999993,3,2,112,15,103,59,59,56,72,-10,-2,2,0,0,7,3,0,3,1,0,-2,0,95,89,-6,-15,0,0,4,2,-1,-2,0
Borussia Dortmund v Werder Bremen,0,2.1999999999999993,10,6,182,1,178,115,67,42,105,35,2,-2,-5,5,9,8,2,5,3,0,-2,0,111,181,70,-13,0,0,5,4,-5,-1,2
Borussia Dortmund v Wolfsburg,1,0.5,1,-1,-153,-6,-150,-94,-70,24,-103,-85,-1,1,3,-3,4,3,1,-4,-1,0,1,0,0,-157,-157,-6,0,0,2,0,-5,-2,0
Mönchengladb. v Augsburg,2,0.1999999999999993,0,2,-24,-7,-22,-12,-12,-28,-5,10,-4,4,-3,3,-1,-1,0,-6,-2,0,0,0,-76,-23,53,-2,0,0,1,-1,2,-2,1
Mönchengladb. v Bayern,1,-0.10000000000000142,-6,-5,-229,-2,-225,-137,-123,-95,-134,-31,-5,5,4,-4,-6,-3,0,-23,-3,0,2,0,-192,-211,-19,9,-1,0,2,4,0,2,0
Mönchengladb. v Borussia Dortmund,0,-1.1000000000000014,-4,-5,8,15,12,5,-10,-52,-34,80,-1,1,-7,7,-4,0,1,-9,-3,0,-1,0,-160,17,177,6,1,0,0,-1,-1,-1,2
Mönchengladb. v Eintracht Frankfurt,2,0.5,-4,-4,60,5,48,22,37,26,10,24,0,0,3,-3,-1,0,1,-8,0,0,0,0,17,43,26,-5,-1,0,-3,-1,8,2,1
Mönchengladb. v FC Cologne,0,1.1000000000000014,2,0,246,-1,245,132,123,80,131,47,4,-4,2,-2,2,1,0,10,3,0,0,0,161,258,97,0,-1,0,-10,-2,12,8,0
Mönchengladb. v Freiburg,0,0.40000000000000213,-2,-4,-142,0,-146,-86,-66,-69,-82,0,0,0,3,-3,-1,-2,1,-4,3,0,-1,0,-133,-138,-5,-7,0,0,8,3,-6,-5,1
Mönchengladb. v Hamburg,0,0.10000000000000142,1,1,25,12,22,0,14,-17,9,21,-2,2,-1,1,1,1,0,-10,1,0,0,0,-16,33,49,2,0,0,4,7,-1,3,1
Mönchengladb. v Hannover,0,-1.0,11,6,266,12,274,154,124,138,143,-1,-1,1,-2,2,7,2,1,10,2,0,4,0,277,290,13,-1,0,0,-4,6,10,10,1
Mönchengladb. v Hertha Berlin,0,-1.3999999999999986,-2,1,175,-19,191,99,65,6,128,33,-1,1,-1,1,0,0,0,-3,-1,0,-1,0,75,180,105,1,-1,0,-5,-4,5,1,0
Mönchengladb. v Hoffenheim,0,1.0,-7,-5,-3,-2,1,-6,4,5,15,-22,1,-1,-4,4,-2,3,1,-2,0,0,-4,0,-25,-11,14,2,0,0,-5,-3,2,2,1
