_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Augsburg v Bayern,2,-0.5999999999999979,-7,-5,-173,-3,-182,-102,-70,-53,-114,-7,-2,2,4,-4,-6,-6,-1,-2,-2,0,1,0,-111,-183,-72,0,-1,0,5,3,-9,-2,-2
Augsburg v Borussia Dortmund,1,2.400000000000002,-8,-3,-70,-6,-71,-39,-30,-24,-24,-20,-1,1,0,0,-4,-3,0,-5,-3,0,0,0,-9,-63,-54,6,0,0,-13,-12,3,1,0
Augsburg v Mönchengladb.,0,-0.20000000000000284,-1,0,-30,10,-15,-24,0,0,-16,-8,0,0,-5,5,-2,-3,0,7,3,0,8,0,-13,-16,-3,3,-1,0,2,3,1,1,0
Augsburg v FC Cologne,0,1.0,5,3,82,1,100,48,52,69,26,4,5,-5,10,-10,3,3,1,14,2,0,1,0,107,94,-13,-5,-1,0,-16,-6,11,10,1
Augsburg v Freiburg,1,1.2999999999999972,2,0,-81,3,-86,-49,-27,-13,-52,-13,0,0,6,-6,1,1,0,3,-2,0,0,0,-49,-81,-32,4,1,0,5,4,-4,-1,0
Augsburg v Hamburg,0,2.3000000000000007,4,1,-64,-15,-66,-39,-30,9,-9,-71,-4,4,-3,3,3,4,1,-2,0,0,0,0,25,-57,-82,5,0,0,13,13,-1,0,1
Augsburg v Hannover,1,-0.3000000000000007,2,1,-58,5,-55,-44,-12,15,-74,3,0,0,-1,1,2,3,0,4,1,0,2,0,-24,-57,-33,5,0,0,7,6,2,-1,0
Augsburg v Hertha Berlin,0,1.3999999999999986,0,-2,10,-9,21,21,-8,15,-27,26,-3,3,-1,1,0,0,0,2,-1,0,1,0,-6,10,16,-1,-1,0,2,2,3,0,0
Augsburg v Hoffenheim,2,3.5,-5,-1,-45,-9,-51,-24,-16,-9,-35,3,1,-1,-2,2,-1,-1,-1,6,1,0,-1,0,-42,-61,-19,4,0,0,10,0,-5,-10,-1
Augsburg v Kaiserslautern,1,2.599999999999998,-1,-4,-59,-1,-63,-38,-26,-34,-30,-2,-1,1,-3,3,2,2,1,-5,0,0,0,0,-41,-50,-9,9,-1,0,1,9,6,8,0
Augsburg v Leverkusen,2,2.5000000000000036,1,-2,-140,-22,-143,-70,-63,-2,-69,-61,-1,1,0,0,-1,-2,-2,6,3,0,-1,0,-25,-139,-114,-3,-2,0,11,6,-10,-5,-1
Augsburg v Mainz,0,0.0,-1,-1,43,-1,40,22,26,15,25,9,1,-1,7,-7,-1,-1,1,5,3,0,0,0,0,26,26,-8,0,0,11,5,-9,-6,0
Augsburg v Nuernberg,1,0.3999999999999986,2,1,69,-4,66,50,28,78,18,-16,5,-5,-1,1,1,1,0,13,1,0,-2,0,101,61,-40,-7,-2,0,-14,-9,12,5,0
Augsburg v Schalke,1,1.8999999999999986,7,6,-78,-12,-73,-60,-17,-1,-66,-11,4,-4,2,-2,4,2,0,4,0,0,1,0,13,-69,-82,10,0,0,0,2,3,2,0
Augsburg v Stuttgart,2,0.40000000000000213,-2,-3,-69,4,-72,-49,-20,7,-59,-17,1,-1,-1,1,-2,-2,-2,5,0,0,-1,0,-25,-61,-36,8,-2,0,2,2,5,0,-1
Augsburg v Werder Bremen,1,2.099999999999998,0,-1,-105,9,-116,-68,-45,-32,-52,-31,-1,1,-3,3,3,2,0,-6,2,0,0,0,-94,-125,-31,-8,0,0,16,6,-17,-10,0
Augsburg v Wolfsburg,0,-1.7000000000000028,4,3,0,11,5,-7,5,-20,-28,44,2,-2,5,-5,2,1,0,-3,-1,0,3,0,-54,-1,53,3,-1,0,0,4,3,4,0
Bayern v Augsburg,0,-0.5,6,0,129,7,131,71,51,26,47,50,0,0,-1,1,4,1,-1,1,-1,0,-1,0,89,131,42,-4,1,0,-3,-2,2,1,0
Bayern v Borussia Dortmund,2,1.8000000000000007,1,0,169,45,162,75,96,50,64,57,-3,3,2,-2,1,2,0,-4,-3,0,0,0,86,158,72,1,1,0,-2,0,10,2,0
Bayern v Mönchengladb.,2,0.40000000000000213,4,1,114,24,129,71,64,75,83,-23,4,-4,-2,2,2,3,0,20,4,0,1,0,165,127,-38,-1,0,0,2,0,4,-2,0
Bayern v FC Cologne,0,1.7999999999999972,8,5,218,30,229,138,104,114,122,8,6,-6,1,-1,9,9,0,21,4,0,0,0,234,234,0,2,0,0,-11,-1,8,10,0
Bayern v Freiburg,0,-0.6999999999999993,8,5,125,-7,122,99,48,90,76,-18,6,-6,1,-1,6,6,2,16,6,0,0,0,158,126,-32,-3,0,0,-5,1,2,6,3
Bayern v Hamburg,0,1.9000000000000021,10,6,117,1,125,86,43,47,41,42,0,0,5,-5,11,9,1,7,5,0,0,0,86,130,44,3,-3,0,-5,-3,4,2,3
Bayern v Hannover,0,-1.4999999999999964,3,1,151,28,154,70,65,13,78,48,2,-2,0,0,5,5,1,4,3,0,0,0,69,177,108,3,0,0,-10,-4,14,6,1
Bayern v Hertha Berlin,0,0.1999999999999993,10,5,249,38,251,139,114,82,142,36,1,-1,5,-5,8,6,2,8,3,0,0,0,196,269,73,2,-1,0,-4,9,7,13,3
Bayern v Hoffenheim,0,2.8000000000000007,8,2,142,14,149,69,80,52,71,29,1,-1,1,-1,4,3,3,7,4,0,-1,0,102,149,47,-5,0,0,-10,-3,14,7,5
Bayern v Kaiserslautern,0,2.3999999999999986,6,1,207,15,205,89,120,15,189,6,3,-3,8,-8,5,4,2,7,4,0,1,0,75,207,132,-9,0,0,-4,0,3,4,2
Bayern v Leverkusen,0,1.5999999999999979,7,2,145,35,148,83,66,33,93,26,3,-3,1,-1,5,6,2,8,4,0,2,0,75,155,80,-6,-1,0,-9,-4,2,5,2
Bayern v Mainz,1,-1.2000000000000028,2,1,280,50,269,148,147,74,143,77,4,-4,1,-1,4,4,0,12,3,0,-1,0,137,258,121,-7,1,0,3,0,0,-3,0
Bayern v Nuernberg,0,3.6999999999999993,5,-1,291,24,293,156,139,56,191,54,2,-2,2,-2,6,6,3,9,3,0,1,0,169,308,139,-3,-1,0,-10,-5,6,5,3
Bayern v Schalke,0,0.6000000000000014,8,4,112,22,101,60,53,23,30,61,2,-2,2,-2,3,2,1,-4,-4,0,0,0,33,105,72,-13,-1,0,-2,8,6,10,1
Bayern v Stuttgart,0,-1.1000000000000014,0,-1,1,-9,6,6,-14,-8,5,-5,1,-1,0,0,0,0,1,5,-2,0,-1,0,20,17,-3,3,-1,0,-8,2,6,10,1
Bayern v Werder Bremen,0,0.9000000000000021,4,0,137,24,141,86,62,65,94,-9,2,-2,-6,6,2,2,1,8,2,0,0,0,128,132,4,5,0,0,3,-2,-3,-5,1
Bayern v Wolfsburg,0,0.6999999999999993,1,2,193,25,196,112,91,51,93,59,1,-1,4,-4,3,3,0,4,2,0,3,0,111,201,90,1,0,0,-18,-10,17,8,0
Borussia Dortmund v Augsburg,0,-2.3000000000000043,9,5,155,-5,172,96,71,59,88,21,0,0,4,-4,6,5,0,8,2,0,0,0,134,165,31,5,-1,0,-13,-7,16,6,2
Borussia Dortmund v Bayern,0,-1.6000000000000014,2,2,-29,-22,-33,-14,-17,23,-32,-22,-1,1,1,-1,2,0,0,2,3,0,1,0,8,-41,-49,-3,0,0,19,12,-9,-7,0
Borussia Dortmund v Mönchengladb.,0,0.5,11,6,2,5,-1,-11,28,97,-17,-62,3,-3,-6,6,8,8,1,13,4,0,-3,0,150,-3,-153,-9,0,0,4,5,-3,1,1
Borussia Dortmund v FC Cologne,0,-0.8000000000000007,12,3,83,-7,91,42,54,56,35,6,1,-1,-2,2,11,11,3,12,6,0,2,0,106,102,-4,1,1,0,-5,-3,4,2,3
Borussia Dortmund v Freiburg,0,-0.1999999999999993,6,0,136,20,131,73,69,49,58,34,2,-2,1,-1,5,5,3,3,2,0,1,0,76,124,48,-9,-1,0,1,2,2,1,4
Borussia Dortmund v Hamburg,0,-0.5999999999999979,7,2,87,-18,95,58,32,18,28,43,2,-2,2,-2,7,6,2,2,2,0,1,0,40,84,44,-2,-1,0,-4,-1,1,3,2
Borussia Dortmund v Hannover,0,-2.5,5,1,10,6,0,17,2,46,-15,-12,2,-2,0,0,4,3,1,6,2,0,-1,0,22,-25,-47,-10,-2,0,-1,-4,0,-3,1
Borussia Dortmund v Hertha Berlin,2,-2.099999999999998,8,5,79,-6,77,48,37,52,59,-27,2,-2,-2,2,2,1,0,7,1,0,-1,0,127,78,-49,-3,0,0,-3,-1,2,2,0
Borussia Dortmund v Hoffenheim,0,1.1000000000000014,9,6,43,6,57,38,14,63,-7,-4,2,-2,6,-6,8,9,1,8,4,0,-1,0,78,45,-33,-9,-1,0,7,8,0,1,2
Borussia Dortmund v Kaiserslautern,1,-0.6999999999999993,0,1,0,-3,5,-6,13,11,7,-11,1,-1,6,-6,1,2,1,7,1,0,-1,0,40,-6,-46,8,-1,0,2,-3,-5,-5,1
Borussia Dortmund v Leverkusen,0,0.5999999999999979,8,3,73,8,62,32,37,37,20,13,-3,3,-1,1,6,4,0,1,1,0,-3,0,38,57,19,-5,0,0,4,8,2,4,1
Borussia Dortmund v Mainz,0,-1.5,7,3,157,18,150,85,76,55,75,30,-1,1,2,-2,3,3,0,2,1,0,2,0,100,147,47,-4,0,0,13,12,-7,-1,1
Borussia Dortmund v Nuernberg,0,1.1000000000000014,-1,-1,79,-2,69,44,41,19,54,11,1,-1,3,-3,-1,-2,0,3,-2,0,0,0,42,55,13,-15,-2,0,1,2,-4,1,0
Borussia Dortmund v Schalke,0,-0.40000000000000213,8,2,-13,-18,-7,-21,15,20,-8,-18,0,0,4,-4,7,6,1,0,2,0,1,0,39,-15,-54,-4,-2,0,3,3,-2,0,1
Borussia Dortmund v Stuttgart,1,-1.4000000000000021,13,10,29,5,40,6,36,45,11,-13,6,-6,2,-2,9,10,1,10,4,0,4,0,68,19,-49,-6,0,0,-6,-6,4,0,1
Borussia Dortmund v Werder Bremen,0,1.1999999999999993,6,6,104,15,98,55,63,91,72,-46,2,-2,-1,1,6,5,1,6,0,0,4,0,164,76,-88,-12,0,0,11,8,-7,-3,1
Borussia Dortmund v Wolfsburg,0,-3.900000000000002,6,2,79,15,88,39,57,28,63,7,2,-2,1,-1,4,4,2,8,1,0,2,0,55,70,15,-6,-2,0,9,8,0,-1,2
