_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
AC Milan v Atalanta,1,-2.80,1,2,-33,5,-28,-10,-15,-16,-13,2,2,-2,1,-1,0,1,0,1,1,0,1,0,-41,-35,6,-3,0,0,-12,-8,6,4,0
AC Milan v Bologna,2,0.70,6,4,91,-19,85,65,43,57,55,-2,6,-6,-3,3,2,2,0,17,2,0,2,0,103,83,-20,-8,-2,0,-9,-2,9,7,0
AC Milan v Carpi,1,0.50,9,5,288,7,299,179,134,93,173,46,3,-3,-6,6,7,2,0,13,3,0,1,0,238,301,63,-1,-1,0,-25,-11,19,14,0
AC Milan v Chievo,0,-3.60,5,1,79,7,89,67,34,46,35,21,3,-3,0,0,4,1,0,8,3,0,-1,0,95,96,1,-3,0,0,-7,-7,5,0,0
AC Milan v Empoli,0,2.10,-4,-1,46,25,35,33,35,33,-6,41,-3,3,2,-2,-5,-4,0,8,2,0,-2,0,33,46,13,1,-2,0,2,1,1,-1,0
AC Milan v Fiorentina,0,-1.20,-3,-2,-193,7,-189,-100,-97,-35,-121,-44,-1,1,2,-2,-3,-2,0,-6,-3,0,3,0,-101,-189,-88,5,-2,0,8,7,-4,-1,1
AC Milan v Frosinone,1,-0.10,7,7,98,-10,98,66,49,38,68,10,6,-6,0,0,8,7,0,16,8,0,-1,0,90,110,20,-2,-2,0,0,2,5,2,-2
AC Milan v Genoa,0,-0.80,2,-1,13,-8,14,12,1,4,-3,12,-1,1,-3,3,0,2,0,1,2,0,-1,0,26,21,-5,3,0,0,-1,-1,-5,0,1
AC Milan v Inter,0,-0.60,-1,-3,-34,-6,-35,2,-32,-19,9,-21,-3,3,4,-4,-1,1,1,-3,-1,0,1,0,18,-25,-43,8,-1,0,-10,-7,7,3,1
AC Milan v Juventus,2,-2.10,0,0,-28,0,-39,-5,-24,-3,0,-26,0,0,5,-5,-3,-2,0,0,0,0,-1,0,18,-32,-50,4,-1,0,8,9,-4,1,0
AC Milan v Lazio,1,-1.00,-1,-3,10,-5,4,14,-3,0,17,-4,1,-1,7,-7,2,1,0,-2,0,0,-3,0,1,6,5,-3,0,0,2,5,-4,3,0
AC Milan v Napoli,2,0.70,3,0,-51,-7,-50,-31,-16,49,-77,-19,2,-2,-3,3,-1,-1,-1,6,1,0,-4,0,39,-48,-87,7,0,0,-5,-4,3,1,-1
AC Milan v Palermo,0,0.40,5,3,62,-14,76,30,29,60,5,-2,1,-1,-2,2,5,1,0,3,-1,0,2,0,65,59,-6,5,-1,-1,1,2,-4,1,1
AC Milan v Roma,2,-1.10,-4,-1,-133,-4,-136,-69,-76,-69,-78,4,2,-2,-1,1,-4,-4,-1,-2,0,0,-1,0,-118,-134,-16,2,1,0,4,5,2,1,-1
AC Milan v Sampdoria,0,-0.20,6,-1,6,12,10,1,11,53,-24,-16,0,0,-2,2,5,0,0,5,0,0,4,0,54,26,-28,2,-1,0,-3,-1,6,2,2
AC Milan v Sassuolo,0,-0.70,1,-2,-17,-7,6,-17,-4,-19,-8,8,-1,1,-3,3,0,0,0,-1,0,0,2,0,-8,8,16,-3,0,-1,-8,-7,10,1,1
AC Milan v Torino,0,-2.00,5,1,99,-13,100,73,37,79,51,-22,1,-1,4,-4,3,2,1,6,3,0,-1,0,142,96,-46,-3,-1,0,-3,-1,3,2,1
AC Milan v Udinese,1,-0.40,4,3,73,-9,81,52,26,39,23,17,3,-3,0,0,2,-1,0,6,2,0,1,0,80,86,6,3,0,0,-11,-9,6,2,-1
AC Milan v Verona,1,-1.10,0,0,21,-15,26,26,-11,-17,1,32,-2,2,-1,1,0,1,0,-3,3,0,3,0,1,43,42,0,0,0,2,4,4,2,0
Atalanta v AC Milan,0,3.40,-1,1,46,6,48,40,13,1,48,6,3,-3,-2,2,-1,2,1,13,-1,0,0,0,15,53,38,5,-2,0,-9,-5,7,4,0
Atalanta v Bologna,0,1.50,7,4,-50,6,-44,-42,-8,-10,-26,-13,-3,3,-1,1,8,6,2,2,3,0,-2,0,-29,-35,-6,10,1,0,9,6,-7,-3,2
Atalanta v Carpi,0,2.10,3,-1,70,4,79,27,38,27,33,5,-1,1,1,-1,-1,-3,1,1,-3,0,3,0,51,75,24,4,-1,0,-3,-1,1,2,2
Atalanta v Chievo,0,-1.70,0,1,-19,-5,-16,-7,2,13,-13,-2,4,-4,-2,2,-1,-2,0,16,-1,0,-2,0,9,-21,-30,2,1,0,-8,-5,5,3,0
Atalanta v Empoli,1,2.40,2,0,-77,25,-64,-44,-11,38,-66,-28,1,-1,-5,5,3,1,0,13,3,0,-1,0,-2,-71,-69,5,0,0,1,-1,0,-2,0
Atalanta v Fiorentina,2,1.20,0,-1,-15,10,-27,7,-19,4,-21,6,1,-1,-3,3,1,3,0,3,0,0,-2,0,-25,-12,13,8,1,0,10,3,-7,-7,0
Atalanta v Frosinone,0,0.80,11,6,96,0,97,60,50,46,66,-3,6,-6,1,-1,5,3,0,14,7,0,-1,0,97,102,5,-1,-1,0,0,3,2,3,1
Atalanta v Genoa,2,0.50,2,0,53,15,38,31,29,51,30,-20,-1,1,4,-4,1,2,0,6,4,0,-2,0,61,39,-22,-7,-1,0,1,2,-1,1,0
Atalanta v Inter,1,1.80,3,1,-47,3,-49,-31,-10,1,-44,3,2,-2,4,-4,-3,0,0,4,-1,0,2,0,-4,-40,-36,0,0,0,10,5,-8,-5,0
Atalanta v Juventus,2,0.60,-1,1,-172,-1,-176,-98,-78,-64,-75,-39,-3,3,-2,2,-1,0,-1,-7,1,0,-1,0,-143,-187,-44,4,0,0,13,5,-11,-8,-1
Atalanta v Lazio,0,0.30,-2,0,-25,19,-29,-27,-3,-44,8,5,-3,3,2,-2,-1,1,0,4,2,0,-2,0,-55,-35,20,-3,-2,0,18,15,-9,-3,-1
Atalanta v Napoli,2,1.80,1,2,-107,23,-122,-64,-25,14,-86,-20,3,-3,0,0,-2,-2,0,12,0,0,-1,0,-55,-106,-51,7,-1,0,5,5,-2,0,0
Atalanta v Palermo,0,2.70,2,-3,-23,7,-32,0,-4,-3,-27,23,1,-1,-1,1,1,1,1,4,3,0,-3,0,-32,-29,3,-7,1,0,-4,-6,-5,-2,2
Atalanta v Roma,1,0.10,0,0,-132,5,-136,-80,-59,-55,-56,-28,0,0,0,0,0,-3,-1,-9,1,0,0,0,-111,-117,-6,5,-1,0,10,11,-2,1,0
Atalanta v Sampdoria,0,1.50,4,2,-33,-9,-22,4,-12,76,-40,-43,2,-2,2,-2,4,2,0,18,2,0,1,0,50,-29,-79,-3,-1,0,8,6,-5,-2,-1
